,y_pred_test
439,0.04673860391088391
442,0.6933490632390574
446,0.004694231046105766
462,0.21615586859698857
463,0.0047863332702861045
464,0.21281753522238428
466,0.03777006534799253
472,0.009832522357577504
473,0.00867909760408837
477,0.017428194964556505
480,0.013415633584915728
485,0.28588559924149765
494,0.00499726176192155
506,0.33623270389084003
509,0.01591620366861455
513,0.40418865861917036
516,0.1101482072878345
517,0.09445803744461714
519,0.015941555380193782
521,0.020674936327571208
525,0.009992560450859285
529,0.006969377783583892
537,0.21301243665659364
541,0.015752726937013756
543,0.4341226930592615
546,0.06206711788191013
550,0.02866358318436455
552,0.01546188288352394
553,0.02539698719184907
555,0.5771281020740567
558,0.5434814375103261
560,0.02045624381252271
561,0.0323423752778942
562,0.06883338292653056
563,0.922882261846817
564,0.40530765366491006
568,0.537812942838623
581,0.9234668846862858
592,0.054875692220723506
593,0.025076261902033513
596,0.07454642740877782
599,0.6726904934122089
600,0.9543931337592506
601,0.15770553845689525
602,0.08050231361539065
606,0.163951814403375
608,0.7867419713908027
609,0.8691227011446265
610,0.1875447776394144
612,0.42562135248514615
614,0.4302673579454266
617,0.4553070427697798
619,0.4264648317559292
620,0.03012839175406351
622,0.6313807900915339
623,0.5839919912807575
625,0.22000894860432382
626,0.06066810512970923
632,0.22334479941660768
633,0.9477505355571894
636,0.20332798342471828
640,0.1458476596325634
641,0.12412150134767536
646,0.09525778815769244
653,0.20059019524984556
656,0.18307182834313823
659,0.009778783552391172
660,0.005298758239858876
661,0.018383173724225692
664,0.1280394923229244
665,0.4737993736773128
666,0.06945653425189345
669,0.024462481923695132
671,0.3385787573571863
677,0.06768227050275029
680,0.023790324128472356
682,0.7111102972799761
683,0.10980796270730112
684,0.0319185022497988
685,0.04992992196330726
690,0.5674541252051715
696,0.009949480519658584
700,0.21850885687505556
702,0.19592871669957185
707,0.049355541262136024
708,0.04962368708888106
714,0.011047984442702427
717,0.4684489571292751
718,0.9594004969607534
724,0.29745134936956324
725,0.04491865954153783
728,0.7278835926024725
730,0.10252578735959386
737,0.22248572628499513
741,0.10491659839886253
749,0.02021050133769805
750,0.01976316902914355
754,0.044866726990037395
759,0.07160722852530155
761,0.08694807450366707
762,0.941881543279227
763,0.8959166249699813
767,0.06795390579199333
773,0.12322434247022901
775,0.07831634239224249
781,0.01467091300922883
782,0.01673546103108794
785,0.13192046610993577
787,0.9469540863575882
791,0.007084214939774365
792,0.16979996413643234
793,0.9539416970043318
801,0.7558720522008985
803,0.07901872362988309
807,0.05014351809599371
808,0.06472441065230837
810,0.2625610882507424
815,0.006047626090095936
817,0.04992446500657271
818,0.05690395379580383
826,0.08479586030576942
831,0.2690130246292383
832,0.3559723452446455
833,0.4079964459132144
841,0.014322109802829467
842,0.17529537526810962
843,0.18698541541332608
844,0.04672647594212583
845,0.036714407519610054
846,0.005143385125355201
849,0.0536522935383344
851,0.0332278330918292
867,0.12047051925816314
876,0.42142066073240647
877,0.6564416305618657
879,0.6186586504364243
880,0.26244243210903623
881,0.0820172262467859
882,0.014993040437621086
884,0.016170549944518258
889,0.5441826866675795
894,0.7185282137173269
898,0.07868006094422403
901,0.01217025915626201
902,0.02652541667789749
903,0.018810247979990848
909,0.20506317369227053
910,0.19523383790956292
911,0.6143456502566348
914,0.1445788296741357
929,0.012543669844368216
932,0.14934462855723826
935,0.029410630598618464
943,0.7322434940838314
944,0.09399293226653102
946,0.04922008306927691
947,0.0161560503217036
949,0.017493203318201894
953,0.004640669387350696
957,0.0235103483652595
958,0.05410154682518331
964,0.07942245680855857
983,0.018894349056101108
984,0.013729440162437198
989,0.9663905626937052
993,0.004695172786907737
995,0.25200738595650046
997,0.30165636341832147
999,0.31595560351678137
1001,0.008861294522970516
1002,0.022595520867153728
1003,0.19480547037598825
1004,0.4077240102318238
1008,0.005523102034260251
1010,0.04467986206212897
1013,0.14092583515729976
1014,0.33529006561887514
1015,0.01830729051481077
1016,0.01403655797352391
1023,0.023215426862689702
1027,0.09424551620058554
1029,0.7503004210384979
1033,0.050651928011336014
1038,0.023832982078112273
1042,0.03890143298897281
1043,0.012560745993616899
1050,0.9231615027860022
1052,0.011915850425820959
1054,0.032308858727715176
1055,0.01533788399660488
1058,0.1725514210799397
1063,0.028204393002549576
1065,0.02304503826289995
1067,0.018097337350469336
1068,0.2322933907472648
1071,0.14729070292457278
1073,0.08868373284985485
1080,0.013056326227580753
1084,0.06268191286426215
1085,0.051209187970965735
1086,0.020124909838533662
1091,0.07850754898219034
1096,0.030766870254668167
1103,0.010264570994007814
1105,0.019647716566735977
1108,0.06722135405362395
1114,0.14644100788167153
1116,0.07174124507949313
1121,0.2591071666522554
1134,0.06321300298759412
1137,0.007534522880017634
1138,0.8956755808384471
1139,0.3250653615069517
1140,0.5425772557967743
1141,0.4324913399541096
1142,0.924311951912588
1144,0.9561970284735124
1145,0.41185278737873693
1150,0.09478407960500536
1152,0.015639398863176866
1155,0.210676178562823
1157,0.9622041194626971
1163,0.10408495331299755
1165,0.12546401757481154
1167,0.017847123435119534
1168,0.09219201425679575
1169,0.5196746721503579
1172,0.06460380516796424
1175,0.07816954175789723
1179,0.035055843842126816
1182,0.004496924775352247
1184,0.007169915373261458
1187,0.005266395106651541
1192,0.14797456418249208
1194,0.46651720473545494
1198,0.12638977418964606
1203,0.1249559119979106
1208,0.3709609418748484
1209,0.3217964583543408
1217,0.03381572240545376
1218,0.044078711474899376
1219,0.038589908066498986
1226,0.9041714751317228
1230,0.04820260073491584
1236,0.5331302710653862
1238,0.34706720428769133
1239,0.027794920196795823
1240,0.042481043570774916
1244,0.06426323267336202
1245,0.06496314850770885
1246,0.10963543584335762
1250,0.7174947275318186
1253,0.2512430381826329
1255,0.9213409356772368
1259,0.11791659599313666
1260,0.04592996960107002
1261,0.13440271466825487
1264,0.7635927423159602
1265,0.395876005675393
1266,0.20708178588048945
1267,0.016317936739465817
1271,0.025036026221749174
1274,0.5794200585735063
1277,0.6410806485722024
1281,0.49999726227104
1283,0.30821367786476106
1284,0.019433873585373778
1288,0.3553807232622716
1292,0.2347821443790422
1294,0.012823635712084532
1298,0.19218140054103397
1300,0.1458711795203161
1301,0.023877623302855287
1302,0.35403437272654087
1305,0.013226959096774378
1306,0.010201137662937898
1307,0.09961523252807616
1319,0.20615993447194522
1321,0.04973341653469114
1328,0.009531536660983716
1331,0.4948026790058827
1335,0.06458915778983271
1336,0.008622795108449302
1340,0.012534609476290138
1342,0.13194475186785395
1344,0.3241929433436707
1349,0.034563277700733024
1353,0.6673722888658141
1354,0.13605776337678674
1359,0.031912285038956864
1363,0.06760668594810815
1367,0.03453045004641984
1368,0.051396233426466785
1369,0.009008293208175413
1373,0.029654990261081503
1374,0.06466668359507818
1378,0.012361792576767451
1379,0.05484634856861582
1381,0.08989174857066505
1387,0.04960105293132028
1393,0.3450664143377751
1394,0.05417980254746325
1395,0.005671273499624573
1401,0.032989226069906
1403,0.029242222626411702
1414,0.09319172666747999
1418,0.014673262801504067
1424,0.04991553717862082
1431,0.027329214870830405
1436,0.36757709058232885
1446,0.022650552746203385
1452,0.010911404849150246
1461,0.02218242192167222
1462,0.11183377001328414
1463,0.010282567086671806
1464,0.0060177071496054085
1467,0.9068042083397292
1468,0.05921675143031708
1470,0.06068915859272567
1473,0.2658771516571947
1475,0.021951988496703816
1478,0.03025817244366813
1481,0.004772917967520173
1489,0.00583126613776419
1492,0.07759111213631502
1493,0.054628880594630676
1499,0.77110930432705
1501,0.04491016590006609
1505,0.030821892686877475
1509,0.004496924775352247
1511,0.008600243664915673
1515,0.0069368105801597075
1516,0.18275259164826704
1521,0.5048097662204696
1524,0.5353788259556482
1525,0.16316929168544644
1527,0.022619105872071176
1528,0.00481579286457199
1529,0.08493740082142659
1531,0.023750179512181113
1533,0.04626051624236433
1542,0.28960651104323504
1544,0.08126890639588176
1546,0.3715813010716868
1547,0.953196591997171
1548,0.9616942338969694
1554,0.05174853895443458
1555,0.02027863041814768
1560,0.13886485904983523
1563,0.044719881745750784
1569,0.5048651768050813
1571,0.17232431153930272
1574,0.02374749767484483
1583,0.6376500510353698
1585,0.8875742696423747
1589,0.023361019268561985
1604,0.10641712981047587
1605,0.5576381059197307
1606,0.19280184963320962
1608,0.5505348572594628
1611,0.08802574396865377
1612,0.1620518789994308
1613,0.43001358718434024
1620,0.4079448133679044
1624,0.20546222338715475
1625,0.29697546045420914
1626,0.14651353007563775
1633,0.08546182660732857
1634,0.05808055716835158
1640,0.07954986899002463
1643,0.9594399495131457
1647,0.6575186761521151
1650,0.09302937675778514
1651,0.09389487932694597
1653,0.44510275046658526
1656,0.07523917487285024
1659,0.1513070785596422
1662,0.1015607417947673
1663,0.08035543220683507
1666,0.06762069767937393
1671,0.005978901714724901
1674,0.004971165979075664
1675,0.0050581234600538755
1683,0.005147483641157176
1684,0.1866033271791748
1690,0.11481453397824905
1692,0.004459668959292128
1695,0.13350726811043034
1701,0.08703503426010889
1708,0.107985336205456
1709,0.037999601904258225
1711,0.12903196876048806
1712,0.05622586188851456
1719,0.07837346242549534
1721,0.964141035517944
1725,0.01913976418485432
1728,0.02560450029388044
1729,0.025527842122700015
1732,0.02572713018936281
1737,0.0594113339244681
1741,0.028437935724588626
1745,0.03255369620344913
1748,0.014367976683032054
1753,0.08206199199029915
1760,0.012215086560037936
1761,0.07129076616057795
1762,0.013636099347833082
1764,0.01368307243466619
1769,0.04753301636492954
1772,0.9475814903147235
1776,0.014814025283240747
1777,0.02096792952719779
1785,0.021644329016918876
1790,0.021157608888871415
1792,0.048948486238860896
1793,0.05370529715716233
1795,0.1204103671358783
1799,0.201102365798493
1800,0.008376634895693654
1808,0.30470857734987
1817,0.008041964400176481
1821,0.022464496322159376
1822,0.3520194101650282
1823,0.14377425593928378
1824,0.10123866624102762
1828,0.4977158463276404
1830,0.015942726186833133
1833,0.5887828714967637
1834,0.36417322136001545
1844,0.0056618327058294065
1846,0.033246784784338325
1854,0.01995322987100795
1856,0.3488527249464382
1857,0.02056106589402867
1863,0.10641508216182347
1866,0.1282950304220917
1869,0.1575665594580343
1870,0.3354242346180072
1873,0.156346147104462
1875,0.007431342993465123
1876,0.011524712420110123
1881,0.024153619848142464
1882,0.07056689600845403
1886,0.12564846940472615
1887,0.42247740238145964
1895,0.969212091728896
1898,0.03954873832468933
1901,0.6063998851229179
1903,0.28025267933906495
1904,0.02592767914730677
1906,0.1370326906355435
1907,0.03995600464283804
1912,0.6184359004017737
1915,0.32887971703529856
1917,0.2919592863898628
1923,0.5606271297774283
1930,0.27896474364200685
1935,0.4144500985137271
1937,0.9206955187699118
1938,0.8631428703618698
1942,0.021171833368917797
1945,0.3466053580901418
1950,0.03164538118108358
1958,0.7577301146659596
1959,0.07730461036711943
1960,0.7887892614401273
1965,0.11047484270995724
1967,0.08625659078889683
1971,0.004730029568453997
1975,0.17545344347600497
1980,0.24262307162348512
1990,0.1825805480034119
1991,0.18310043524219813
2001,0.33377940835878167
2006,0.38452411567251077
2007,0.12456990164574773
2009,0.09207169882121877
2012,0.2508174625799547
2013,0.31419121316840676
2016,0.05768272291581916
2017,0.22494856389258286
2021,0.06338215333860311
2029,0.26836382804136283
2031,0.010628127353545702
2036,0.006144515145992235
2038,0.012404423744704948
2040,0.2656570414565227
2041,0.026564656402532597
2042,0.06006445902059226
2045,0.013955480436620132
2048,0.09759348343489155
2050,0.004735662151460055
2051,0.030637795507001707
2052,0.0634545125804603
2058,0.014973774622097168
2060,0.018818004244019707
2061,0.03194465439233693
2062,0.11920645765633897
2071,0.8665079048071639
2076,0.04139891923520129
2078,0.6506743053116159
2089,0.012215130899500827
2097,0.024252355235745676
2108,0.03104431145897985
2116,0.4634679880285621
2119,0.08035535177705035
2123,0.07323646898876125
2125,0.08186498254483777
2127,0.03279752312243706
2128,0.13767086497375097
2129,0.13628099798402954
2130,0.05528649103155797
2132,0.16523900123277085
2136,0.07984562796680468
2140,0.12491445675103333
2141,0.042076265638260515
2143,0.06198975089358516
2145,0.005382045727970812
2148,0.0094772250101995
2149,0.020335016014667088
2151,0.24567597625926882
2156,0.0834802625601681
2160,0.01948842187484725
2162,0.31976352684925186
2165,0.12210097117213556
2168,0.12785952374748158
2170,0.054284248257408636
2171,0.021967701512564906
2177,0.016765381976232965
2180,0.10902678571187481
2186,0.04990629903103529
2190,0.4123492578582256
2197,0.010123778851569816
2198,0.004960005945861432
2199,0.009388628527467089
2202,0.19277289993718585
2205,0.4321699724383946
2206,0.011650558697658658
2209,0.02448596542872503
2210,0.009400219174397184
2211,0.01144967052033519
2213,0.3090735074041182
2215,0.9207401216994318
2216,0.9484791466248785
2218,0.026418170813424936
2221,0.31841645496411564
2230,0.18366398100096004
2231,0.018027107721617114
2232,0.027974014235893862
2241,0.08666848583745877
2243,0.019433873585373778
2244,0.1701332623647089
2247,0.9546368314812009
2249,0.13438914469748775
2250,0.021251228850032285
2259,0.2640003220098481
2260,0.11387448175273206
2268,0.04442831587699247
2269,0.017192693517884078
2272,0.034481762089522174
2277,0.8995876620663643
2278,0.13066331608386722
2281,0.09325308955398862
2285,0.08365086546112364
2286,0.09128180533574676
2287,0.06809715603485098
2291,0.12113304198662374
2293,0.1022420795008196
2301,0.7887496611325191
2303,0.16459841782904988
2306,0.14516641779701692
2313,0.7407941152407751
2317,0.11824708149738489
2323,0.1958624855333505
2325,0.7297493556844824
2329,0.10662942755312797
2331,0.3205979775469651
2332,0.84156516067326
2339,0.019772756685588953
2342,0.14618849732435582
2343,0.15657000364415177
2345,0.8544848175063054
2348,0.10047428532962112
2349,0.030561469816862336
2351,0.1451200049044686
2354,0.07046643379306901
2357,0.22219133058098775
2363,0.06721562678319015
2365,0.08073582750900918
2371,0.14298948432073583
2373,0.013319557164153844
2378,0.03290221809036997
2379,0.01216867557940248
2387,0.045776081415338905
2393,0.12360947726067004
2401,0.3879572449740895
2402,0.4277983503206685
2405,0.008541370949622592
2410,0.012533608882111181
2423,0.17270916050663387
2424,0.48703223575689725
2436,0.018189887036430843
2443,0.06532334817270934
2445,0.004612733867925047
2449,0.049446082475162224
2453,0.04471350668903401
2454,0.019617810743086442
2455,0.015435500285227157
2457,0.04399834899216252
2464,0.07345400467187643
2466,0.020349856682639257
2468,0.6209811183781978
2469,0.014214440520347822
2470,0.005432861046385742
2484,0.1589037047652667
2486,0.19334676684306332
2487,0.3135477191420647
2506,0.0649488242116222
2507,0.46103069111141415
2508,0.08655837274727683
2519,0.04622923474536879
2520,0.020393060916492404
2529,0.22412283429486066
2531,0.013566711393309335
2534,0.00896039089645469
2535,0.020204934516530246
2537,0.008107241790443052
2540,0.007391634469113306
2543,0.08966291183289381
2549,0.015534409226340385
2553,0.010383286637203214
2555,0.015306493291331923
2556,0.01093496762732188
2561,0.02814804864718847
2566,0.022817642939567558
2567,0.004927952629745751
2571,0.0055944926638626475
2572,0.11848755685791561
2573,0.006383638087146651
2581,0.012248478393608136
2582,0.010535641655532117
2588,0.004865013181752073
2591,0.020838252214702403
2592,0.03297051821511755
2602,0.9617144926279221
2604,0.6413875485943943
2606,0.8488620849174631
2610,0.03274609297448495
2613,0.35907004453001623
2617,0.4181636376966758
2618,0.2186056360954235
2624,0.028289826172018737
2626,0.020422458085221223
2632,0.8391485102738112
2635,0.2057813435903579
2636,0.2891073623306102
2639,0.020719494075772976
2642,0.6307928525915835
2643,0.16992281354682767
2653,0.1919038558638143
2655,0.6711594168449693
2659,0.42543413965426663
2662,0.13372427280072693
2666,0.37791391810020664
2668,0.22724476692513063
2670,0.049739388696901844
2674,0.516805577290695
2675,0.09900864357541271
2689,0.09525792720206445
2693,0.013221039255077744
2694,0.043569106292405915
2701,0.04020997966042088
2703,0.1349296174040318
2706,0.29800307825160244
2708,0.6675634483902463
2709,0.10504167497975152
2714,0.1469101183752463
2720,0.3351770554940547
2723,0.06702940456598613
2728,0.3881901751764648
2730,0.24910465038372645
2734,0.24070249348645276
2736,0.21120895495160832
2741,0.08551162726824432
2753,0.13339388765517207
2756,0.35128152746965474
2758,0.05917207615875271
2759,0.22753085212941843
2761,0.09814105608912906
2769,0.15800699759845202
2771,0.014409972767703956
2772,0.04616171423295452
2776,0.048524703339073966
2777,0.6246164103354601
2779,0.04096969318392546
2785,0.08047198495946627
2789,0.07726941413869405
2791,0.9323078721174984
2793,0.041516749802206536
2795,0.010073907950341628
2796,0.05392832913108263
2800,0.04965852799587584
2802,0.04586874069859128
2804,0.0411562965095054
2811,0.022367321642866603
2813,0.18413395539760327
2828,0.16852573186149322
2833,0.016541429920311927
2837,0.36818277520043974
2839,0.04726504271318956
2849,0.21278783207244503
2851,0.041953948763650065
2852,0.13695464795932896
2857,0.08371586120487477
2861,0.033980477632758056
2862,0.11680094201035784
2869,0.05973902816872006
2873,0.019522780755136186
2875,0.2190796925730098
2892,0.017268730987119032
2894,0.01185019220902739
2898,0.0074948704890391606
2902,0.0406920627939715
2904,0.015683181500437536
2906,0.03272551820262948
2907,0.016024667765914283
2909,0.18037949046679003
2910,0.02333767957817423
2914,0.004519187783803293
2921,0.05026111392551901
2924,0.007219676045686677
2925,0.06713876338911907
2939,0.01612487665033246
2941,0.01304948128311791
2942,0.007219368286634959
2946,0.4513215450305334
2953,0.10304708700892438
2967,0.08713494776515147
2971,0.06173998046115789
2973,0.909684022500963
2975,0.06893199377436014
2979,0.4260380854550213
2981,0.23189770488410646
2984,0.9052073537183646
2991,0.12710796105114416
2995,0.021111554845192237
2996,0.018959577076688366
2997,0.18992581840750308
3000,0.2400118031460929
3007,0.04800963948775224
3010,0.5546844316338714
3012,0.18620960684148638
3016,0.02300880085033656
3019,0.030861210963795998
3023,0.15166983846634544
3026,0.07020397760383856
3027,0.007273362888911802
3029,0.017128049983001385
3035,0.028085062841076886
3039,0.03572120972851817
3047,0.32968888846582045
3048,0.08784825838971849
3051,0.9625662929593356
3052,0.4902395952423054
3055,0.9112432263236225
3061,0.19387118696670017
3062,0.7095632445106085
3067,0.12057605067175246
3069,0.11047199518322288
3071,0.09979294036581937
3074,0.016568903060280842
3077,0.20542555831558376
3085,0.04657675289627257
3086,0.02320149553671915
3087,0.05111931661720838
3088,0.38795761293367786
3097,0.012066554281966178
3104,0.2801933851599674
3107,0.1773342533805607
3115,0.22725070553588686
3121,0.904701675555643
3124,0.23689876906438537
3125,0.07672890526177639
3128,0.07562332578499396
3130,0.11988366387828688
3132,0.09929303030803935
3137,0.005669718491341384
3152,0.9120477481611933
3154,0.12550635117904113
3155,0.31140971617052526
3159,0.1746948329454639
3160,0.5581320696108031
3161,0.8040199559514305
3162,0.14194188391148482
3164,0.5434336393850486
3165,0.43001099080857363
3167,0.0798405886508286
3170,0.18972100867081831
3180,0.890529564065518
3191,0.04430930734265317
3203,0.12375970685899634
3206,0.1309821593267681
3209,0.020929129627668297
3214,0.006406033924034898
3215,0.38279885493085103
3219,0.008817598478283287
3225,0.010113742149620129
3244,0.5117754846832671
3246,0.047897203279190274
3248,0.01585782987589304
3250,0.04262936449006934
3254,0.9138539591032138
3255,0.07527064923276038
3256,0.19299013803488765
3257,0.061257479760911566
3263,0.008421911542757229
3278,0.03704907008383355
3279,0.02932330900533935
3280,0.02235616155011151
3281,0.04276946651178492
3282,0.02187545101132338
3294,0.08282105563528863
3298,0.026635799133505125
3299,0.012540823762171898
3301,0.007696664859374541
3302,0.17142140156754995
3303,0.07555958943899073
3306,0.17183664942034008
3312,0.19971598157253917
3314,0.27037644082772155
3315,0.17064581210389113
3316,0.3560264614561857
3317,0.7466579689295728
3320,0.04235848236953269
3323,0.06479113127955867
3325,0.11373208532813157
3331,0.18944017404833036
3337,0.04521084249644401
3339,0.8529485502416698
3345,0.261375675941625
3350,0.26471157229848397
3352,0.37941376157510326
3358,0.15775583213478353
3364,0.7958886759561543
3365,0.6098539196956185
3368,0.032921548760619035
3369,0.40759864863601686
3372,0.7774683050306215
3376,0.01436753944261402
3381,0.30653198992307457
3385,0.046661238801101394
3386,0.06551178834656567
3388,0.03475165487119756
3390,0.05583049783269453
3393,0.2670810550551209
3398,0.4139935665001444
3400,0.5829507114227087
3401,0.3540470948756102
3402,0.6045127501100362
3403,0.5189131943999175
3405,0.01609364332340435
3406,0.48349831304364405
3408,0.7631226640546229
3413,0.05673954340615831
3415,0.16178124970932492
3418,0.7487011813913491
3423,0.14626513707171826
3424,0.23285332357088404
3430,0.02340877926853278
3431,0.04730006384178142
3434,0.00810161566921695
3437,0.028992827124374516
3438,0.2643882388971928
3439,0.17397244546431417
3440,0.12957069274781186
3444,0.33642650572453003
3445,0.7651248017765636
3446,0.34861416447558413
3447,0.01134609180170541
3450,0.23504428888694398
3454,0.227351807425721
3458,0.013223730874156065
3461,0.005949682416991896
3467,0.007877084822993385
3472,0.1165414479210663
3477,0.11747037887036263
3480,0.09873559875899969
3482,0.01445326877614518
3483,0.016955553928667686
3485,0.13293074518599898
3486,0.08731929295228827
3487,0.08082545372403348
3488,0.27997724684385206
3493,0.7905335729148175
3495,0.15297491272573813
3502,0.19810442910234194
3503,0.1509144339652148
3504,0.16898185136107793
3505,0.13697379710514246
3506,0.025521122231965912
3507,0.02273834373129644
3513,0.48510517831720684
3517,0.35480568000051943
3520,0.37852427523293664
3523,0.008456494758577715
3524,0.013512859296292616
3526,0.12295593477479048
3528,0.006410623755451688
3532,0.19772418387420024
3534,0.8758423263917235
3535,0.010725081125291995
3538,0.04061745214619411
3540,0.010865697029744563
3541,0.012602020450476288
3551,0.8220902453781425
3554,0.18418214517491746
3558,0.03461478567378944
3559,0.21599144608985713
3564,0.9283616943019154
3565,0.21636604811996396
3566,0.3225997598526005
3571,0.06942040253011215
3574,0.004549029140395428
3575,0.057684531239039584
3576,0.027047592831668694
3577,0.03486938927016459
3578,0.02942986886483674
3580,0.005485424575593534
3584,0.6649535134543386
3586,0.8512951927693818
3591,0.6272531851166698
3598,0.050855105734482244
3602,0.16591957220247686
3607,0.01978396483319098
3608,0.08736879552780702
3614,0.8788858758713108
3633,0.25963167422797634
3634,0.26118317883822945
3636,0.23328977196431525
3646,0.7374432531749752
3650,0.6043737613299572
3658,0.3322339593441249
3660,0.1018036388593275
3667,0.013214685612185658
3668,0.09053002996703231
3682,0.33076119445845176
3683,0.09831139910003724
3687,0.2803792676783462
3688,0.9549510470295199
3692,0.1332777626806704
3695,0.09151374562769217
3696,0.07713780069465707
3708,0.2279063009895713
3714,0.4408925253702845
3716,0.22565281573352286
3718,0.3420146963371424
3725,0.11467227188047445
3726,0.2064634380304726
3734,0.04921035199594143
3736,0.4232941947379144
3737,0.13883064162307335
3740,0.013872900109147476
3742,0.1635591102646518
3747,0.6014285700609237
3748,0.11130202760184003
3755,0.09335792109649291
3757,0.02985636345723985
3759,0.06381972212318275
3760,0.21289729299684476
3764,0.03200008160450151
3769,0.07455216699873714
3771,0.17205391092659306
3782,0.5183754480239209
3784,0.10763474316999949
3785,0.13228956687213203
3788,0.3490516782619607
3789,0.3193822866289581
3794,0.16232354343124225
3796,0.09030861424228306
3797,0.016613957431170924
3799,0.03821383327760304
3808,0.005965454723284935
3810,0.014880529591868669
3814,0.13193381527278084
3818,0.0352016744800762
3828,0.048128903679701275
3829,0.02799518292919822
3830,0.06758293330560727
3831,0.027078513148480452
3837,0.9443462319397854
3838,0.6791669606671206
3839,0.2376171518264944
3847,0.012081141380757294
3849,0.008130639304098242
3851,0.04709767427841576
3855,0.0979187074043471
3859,0.04184248493093489
3860,0.030051674205468844
3863,0.027780847551981333
3865,0.009441269564347448
3866,0.2122994901863086
3869,0.06582611333097103
3871,0.04304301389213197
3872,0.6358125293935749
3873,0.244793569630251
3875,0.9583406088489348
3878,0.074013104044141
3879,0.077357390784126
3880,0.08895674572995205
3882,0.007656903396802725
3885,0.012875662344723196
3890,0.9572521558491599
3891,0.15618673514579076
3892,0.13297974840298807
3895,0.1460266207949994
3902,0.8016622910561161
3904,0.14568827550267152
3909,0.1579279367953384
3910,0.1484004799718938
3911,0.1866912760994248
3915,0.30013472371824895
3920,0.23859353138442674
3922,0.20363624039023978
3923,0.46178987749227174
3924,0.03397885010376043
3929,0.26057852557129313
3933,0.1013731664444961
3934,0.16543722237461062
3935,0.008068961678808466
3939,0.9488278632577952
3940,0.19190546614379697
3945,0.2797701525317279
3946,0.3060804276963639
3959,0.1899421301490648
3960,0.021324323969781497
3962,0.007316037806902471
3964,0.007302878148789433
3967,0.008682375114674694
3974,0.2019536984460662
3975,0.11754214039383513
3976,0.10688881406862773
3978,0.05242203838762298
3984,0.06592209034330584
3986,0.2290690746704465
3989,0.4315900052155661
3991,0.1826784329031428
3993,0.27646129363666494
3999,0.4348440898255931
4000,0.12009930117982542
4003,0.3867955228311076
4005,0.1393170180296684
4008,0.16184786335434398
4012,0.18630026207295622
4014,0.9402924148518935
